Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
212,atheism,,1,8,9,1,8,9,5,0.301204,0.311401,0,0.002808,0.002808,59,0.000093,0,1,36,0.000584
213,atheist,,0,9,9,0,9,9,5,0.301204,0.311401,0,0.002808,0.002808,59,0.000085,0,1,36,0
214,athens,,0,4,4,0,4,4,5,0.327491,0.341697,0,0.008768,0.008768,68,0.000085,0,1,6,0
215,athletics,,4,11,15,5,11,16,4,0.377848,0.394817,0.000157,0.018457,0.018457,67,0.000217,0,0.582418,53,0.061397
216,atleasttheoneioncehad,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
217,ATMJAM,,1,2,3,1,2,3,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000113,0,1,1,0.048919
218,Atonal,,1,4,5,1,4,5,5,0.310759,0.327255,0,0.006531,0.006531,68,0.0001,0,1,10,0.000584
219,atp,,6,4,10,6,4,10,5,0.319181,0.329472,0.000008,0.004208,0.004208,67,0.000267,0,0.785714,22,0.027292
220,Attack,,3,3,6,3,3,6,5,0.304288,0.314258,0,0.004244,0.004244,26,0.000119,0,1,15,0.005712
221,atthefront,,1,0,1,1,0,1,5,0.27997,0.287022,0,0.000871,0.000871,20,0.000113,0,0,0,0.006799
222,August,,2,1,3,2,1,3,5,0.293323,0.305093,0,0.002356,0.002356,67,0.000148,0,1,3,0.018742
223,Aus,,10,3,13,11,3,14,5,0.341061,0.354088,0.000225,0.006823,0.006823,59,0.000322,0,0.606061,40,0.054176
224,auslions,,1,0,1,2,0,2,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000128,0,0,0,0.026071
225,AusOpen,,2,1,3,2,1,3,5,0.293323,0.305093,0,0.002171,0.002171,67,0.000156,0,1,3,0.001232
226,Aussie,,1,1,2,1,1,2,5,0.309153,0.324665,0,0.003109,0.003109,67,0.000106,0,1,1,0.026071
227,aussiebashing,,1,0,1,3,0,3,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000149,0,0,0,0.026071
228,aussies,,2,5,7,3,5,8,5,0.317306,0.33208,0.000005,0.004131,0.004131,67,0.000182,0,0.47619,10,0.027329
229,aussiesteak,,2,0,2,2,0,2,5,0.294434,0.301953,0,0.001289,0.001289,20,0.000265,0,1,1,0.013644
230,Australia,,5,24,29,5,26,31,5,0.339779,0.351905,0.0001,0.008576,0.008576,67,0.000299,0,0.193732,68,0.037473
231,Australie,,1,1,2,1,1,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000121,0,1,1,0.000584
232,AUSvL,,4,0,4,4,0,4,5,0.309045,0.324627,0,0.003483,0.003483,67,0.000159,0,0.666667,4,0.032595
233,AUSvLIO,,11,12,23,19,13,32,5,0.373545,0.392133,0.002117,0.017359,0.017359,67,0.000668,0,0.298246,51,0.11712
234,AUSvLIONS,,4,1,5,4,1,5,5,0.357154,0.376381,0.000829,0.01125,0.01125,67,0.000531,0,0.4,4,0.036346
235,AUSvsLIO,,2,1,3,2,1,3,5,0.309002,0.324402,0,0.003251,0.003251,67,0.00015,0,1,1,0.032192
236,autoloos,,1,1,2,1,1,2,5,0.282578,0.293296,0,0.000782,0.000782,64,0.000121,0,1,1,0.000584
237,autoshow,,11,0,11,11,0,11,5,0.319896,0.327981,0,0.005377,0.005377,26,0.0008,0,1,55,0.039907
238,Avalon,,8,4,12,8,4,12,5,0.31615,0.336728,0.000008,0.009819,0.009819,21,0.00072,0,0.418182,23,0.07526
239,AVB,,0,3,3,0,3,3,5,0.308981,0.324439,0,0.002964,0.002964,67,0.000085,0,1,3,0
240,awakefest,,0,6,6,0,6,6,5,0.31078,0.327368,0,0.006906,0.006906,35,0.000085,0,1,15,0
241,awakenings,,1,5,6,1,5,6,5,0.31078,0.327368,0,0.006906,0.006906,35,0.000097,0,1,15,0.000584
242,award,,1,3,4,1,3,4,5,0.310999,0.322749,0,0.004443,0.004443,20,0.000121,0,1,6,0.001754
243,awards,,5,3,8,5,3,8,5,0.334037,0.351938,0,0.012588,0.012588,26,0.000229,0,1,28,0.067353
244,awesome,,5,6,11,6,6,12,4,0.381955,0.39907,0.000164,0.026072,0.026072,1,0.000239,0,0.654545,36,0.095779
245,awesomepeople,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
246,Awesomestow,,0,1,1,0,1,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000085,0,0,0,0
247,awesomness,,3,4,7,3,4,7,5,0.319919,0.340854,0,0.011496,0.011496,21,0.000199,0,1,21,0.072419
248,awful,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
249,awh,,11,1,12,11,1,12,5,0.349487,0.364931,0,0.022725,0.022725,35,0.000591,0,1,66,0.132724
250,awkward,,2,0,2,2,0,2,5,0.282578,0.293296,0,0.000782,0.000782,64,0.000229,0,1,1,0.014076
251,awsome,,0,2,2,0,2,2,4,0.352436,0.363878,0,0.007659,0.007659,20,0.000085,0,1,1,0
252,axelsyoungerbrother,,3,0,3,3,0,3,4,0.360205,0.37389,0,0.011464,0.011464,20,0.000191,0,1,3,0.083209
253,ayianapa,,0,3,3,0,3,3,5,0.294984,0.302526,0,0.002247,0.002247,68,0.000085,0,1,3,0
254,AzelaBanks,,2,5,7,2,5,7,5,0.310715,0.322599,0,0.003457,0.003457,20,0.000132,0,1,21,0.025487
255,aztec,,2,8,10,2,8,10,5,0.320568,0.336126,0,0.008298,0.008298,68,0.000123,0,1,45,0.040136
256,b,,2,0,2,2,0,2,4,0.352464,0.363915,0,0.007649,0.007649,20,0.000283,0,1,1,0.05184
257,b2b,,7,1,8,7,1,8,4,0.368939,0.385031,0.000131,0.015509,0.015509,68,0.000428,0,0.5,14,0.105301
258,b2bnet,,1,3,4,1,3,4,1,1,1,0,0,0,6,0.000103,4,1,6,0.000584
259,baa,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
260,baboylife,,2,0,2,2,0,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000185,0,1,1,0.058993
261,baby,,4,6,10,4,6,10,5,0.344672,0.361344,0.000348,0.011124,0.011124,59,0.000155,0,0.577778,26,0.004882
262,babyG,,0,6,6,0,6,6,5,0.267569,0.273732,0,0.000462,0.000462,5,0.000085,0,1,15,0
263,backhome,,0,7,7,0,7,7,5,0.328267,0.347644,0,0.013939,0.013939,26,0.000085,0,1,21,0
264,backingred,,0,2,2,0,2,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000085,0,1,1,0
265,backofthenet,,2,1,3,2,1,3,5,0.294474,0.301863,0,0.001909,0.001909,20,0.000107,0,1,3,0.011186
266,backstagebar,,3,1,4,3,1,4,4,0.352492,0.364103,0,0.008137,0.008137,20,0.000239,0,1,6,0.05567
267,backstagepass,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
268,Bacon,,7,11,18,7,11,18,5,0.357587,0.371676,0.000629,0.0204,0.0204,3,0.000172,0,0.797386,122,0.060936
269,baconroll,,0,6,6,0,6,6,5,0.312073,0.327601,0,0.003569,0.003569,67,0.000085,0,1,15,0
270,BaconSandwichs,,2,0,2,2,0,2,5,0.338248,0.348649,0,0.004296,0.004296,3,0.000133,0,1,1,0.038442
271,badass,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
272,BadBlood,,1,1,2,1,1,2,5,0.268885,0.274951,0,0.000478,0.000478,1,0.000095,0,1,1,0.003655
273,badger,,0,1,1,0,1,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000085,0,0,0,0
274,badgercull,,2,5,7,2,5,7,4,0.355263,0.367736,0.000011,0.009951,0.009951,20,0.000176,0,0.466667,7,0.051724
275,badgers,,3,4,7,4,4,8,4,0.35252,0.364216,0,0.008273,0.008273,20,0.000234,0,0.7,7,0.054459
276,badgrandson,,2,0,2,2,0,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000197,0,1,1,0.027756
277,badluck,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
278,badminton,,1,4,5,1,4,5,5,0.29998,0.311996,0,0.00376,0.00376,29,0.0001,0,1,10,0.000584
279,badmintonlovers,,0,5,5,0,5,5,5,0.29998,0.311996,0,0.00376,0.00376,29,0.000085,0,1,10,0
280,badnightatthetrack,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
281,badpants,,2,0,2,2,0,2,4,0.352576,0.364066,0,0.007965,0.007965,20,0.00013,0,1,1,0.052526
282,bagoshite,,4,0,4,4,0,4,5,0.293342,0.305206,0,0.002424,0.002424,67,0.00036,0,1,6,0.024312
283,Bah,,6,6,12,6,6,12,5,0.299331,0.309752,0,0.002803,0.002803,59,0.000157,0,0.969697,64,0.006729
284,Bahrain,,13,14,27,13,16,29,5,0.320637,0.330947,0.000123,0.007271,0.007271,59,0.000325,0,0.378917,133,0.045862
285,ballet,,6,2,8,6,2,8,5,0.332009,0.34691,0,0.013162,0.013162,29,0.000171,0,1,28,0.031559
286,balloon,,2,2,4,2,2,4,5,0.312381,0.328817,0,0.006776,0.006776,68,0.000132,0,1,6,0.001232
287,ballroom,,1,6,7,1,6,7,5,0.322482,0.337763,0,0.008728,0.008728,1,0.000095,0,1,21,0.005506
288,baltimore,,2,2,4,2,2,4,5,0.310737,0.327142,0,0.006557,0.006557,29,0.000135,0,1,6,0.040072
289,band,,9,13,22,9,13,22,5,0.366253,0.384587,0.000606,0.029385,0.029385,29,0.000288,0,0.350649,81,0.04139
290,bandidas,,3,1,4,3,1,4,6,0.26954,0.278493,0,0.001554,0.001554,52,0.000154,0,1,6,0.011598
291,bando,,0,5,5,0,5,5,5,0.310759,0.327255,0,0.006531,0.006531,68,0.000085,0,1,10,0
292,Bandoeng,,0,1,1,0,1,1,5,0.300427,0.310814,0,0.003178,0.003178,1,0.000085,0,0,0,0
293,bands,,1,0,1,1,0,1,5,0.282164,0.289032,0,0.000739,0.000739,29,0.000121,0,0,0,0.007466
294,Bandung,,9,1,10,9,1,10,5,0.325015,0.335652,0,0.01027,0.01027,26,0.000463,0,1,45,0.067859
295,Bandungcity,,8,2,10,8,2,10,5,0.325015,0.335652,0,0.01027,0.01027,26,0.000325,0,1,45,0.064627
296,bandwagon,,2,0,2,2,0,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000197,0,1,1,0.027756
297,BangingTunesandDJSets,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
298,BangUpForIt,,3,1,4,4,1,5,5,0.308981,0.324439,0,0.002961,0.002961,67,0.000188,0,0.666667,2,0.027239
299,Banter,,14,4,18,14,4,18,5,0.349459,0.368112,0.000223,0.025123,0.025123,3,0.000436,0,0.816993,125,0.102695
300,BanterScrum,,1,4,5,1,5,6,5,0.322929,0.33619,0.000003,0.003419,0.003419,67,0.000106,0,0.5,3,0.026071
301,BAP,,3,4,7,3,4,7,5,0.315587,0.323393,0,0.003051,0.003051,59,0.000128,0,1,21,0.004027
302,bar,,7,15,22,7,15,22,5,0.350594,0.370724,0.00041,0.031928,0.031928,3,0.000219,0,0.47619,110,0.037769
303,barbarella,,3,21,24,3,21,24,5,0.370018,0.388964,0.000492,0.035516,0.035516,35,0.000156,0,0.423913,117,0.010971
304,Barbarella2013,,1,1,2,1,1,2,5,0.300448,0.310927,0,0.003257,0.003257,1,0.000121,0,1,1,0.000584
305,BarbarellaOnline,,0,2,2,0,2,2,5,0.300448,0.310927,0,0.003257,0.003257,1,0.000085,0,1,1,0
306,bargain,,6,0,6,6,0,6,5,0.327539,0.341923,0,0.009239,0.009239,68,0.000522,0,1,15,0.065184
307,barny,,3,3,6,3,3,6,5,0.312073,0.327601,0,0.003569,0.003569,67,0.000162,0,1,15,0.030201
308,barrier,,0,1,1,0,1,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000085,0,0,0,0
309,barrow999,,2,0,2,2,0,2,4,0.352464,0.363915,0,0.007649,0.007649,20,0.000283,0,1,1,0.05184
310,bartender,,1,2,3,1,2,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000109,0,1,3,0.000584
311,basecamp,,1,4,5,1,4,5,5,0.313021,0.329494,0,0.006928,0.006928,26,0.0001,0,1,10,0.000584
312,baseline,,1,4,5,1,4,5,4,0.368539,0.384316,0.000027,0.014263,0.014263,20,0.000113,0,0.8,8,0.048919
313,bashthebookies,,1,0,1,1,0,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000104,0,0,0,0.017451
314,basia,,2,1,3,2,1,3,6,0.26318,0.269057,0,0.000519,0.000519,52,0.000167,0,1,3,0.004815
315,basketball,,2,0,2,2,0,2,5,0.291239,0.300324,0,0.001418,0.001418,4,0.000225,0,1,1,0.014396
316,basketballwives,,0,8,8,0,8,8,5,0.334037,0.351938,0,0.012588,0.012588,26,0.000085,0,1,28,0
317,bass,,10,0,10,10,0,10,5,0.321242,0.341249,0,0.011861,0.011861,29,0.000672,0,1,45,0.084729
318,bassline,,0,6,6,0,6,6,4,0.352913,0.364819,0,0.008926,0.008926,20,0.000085,0,1,15,0
319,bast,,2,0,2,2,0,2,5,0.313176,0.324386,0,0.00335,0.00335,1,0.000125,0,1,1,0.027575
320,Bastille,,3,15,18,3,17,20,4,0.367713,0.383883,0.000831,0.016327,0.016327,1,0.000196,0,0.228571,24,0.073654
321,bastilleday,,3,1,4,3,1,4,5,0.316942,0.336732,0,0.008673,0.008673,68,0.00019,0,1,6,0.06239
322,Bath,,1,4,5,1,4,5,5,0.357298,0.372437,0.000506,0.010405,0.010405,68,0.000106,0,0.6,6,0.026071
323,Baxterfront,,0,2,2,0,2,2,4,0.352464,0.363915,0,0.007722,0.007722,20,0.000085,0,1,1,0
324,BBC,,14,32,46,15,35,50,4,0.411562,0.432381,0.004781,0.038363,0.038363,20,0.000561,0,0.125253,124,0.105444
325,bbc2,,6,3,9,7,3,10,4,0.356723,0.369825,0.000102,0.012574,0.012574,20,0.000298,0,0.361111,13,0.074932
326,BBC6music,,10,0,10,10,0,10,4,0.360146,0.374134,0,0.013588,0.013588,20,0.000301,0,1,45,0.100315
327,bbcbreakfast,,1,2,3,1,2,3,4,0.353054,0.364781,0.000001,0.008696,0.008696,20,0.000181,0,0.666667,2,0.002599
328,bbccycling,,3,0,3,3,0,3,5,0.293362,0.305168,0,0.002619,0.002619,67,0.000206,0,1,3,0.02262
329,BBCf1,,4,17,21,5,22,27,4,0.370606,0.387609,0.000741,0.020213,0.020213,20,0.000202,0,0.410526,78,0.075798
330,bbcgl,,1,0,1,1,0,1,5,0.296049,0.302559,0,0.000853,0.000853,20,0.000101,0,0,0,0.005505
331,BBCGla,,1,0,1,1,0,1,5,0.273637,0.280115,0,0.000426,0.000426,20,0.000147,0,0,0,0.005459
332,bbcglaso,,4,1,5,4,1,5,5,0.299088,0.312617,0,0.004711,0.004711,67,0.000176,0,1,10,0.04458
333,bbcglasto,,44,98,142,50,107,157,4,0.426754,0.453233,0.027944,0.061863,0.061863,20,0.0021,0,0.036664,317,0.216374
334,BBCiPlayer,,2,2,4,2,2,4,4,0.36,0.373174,0.000026,0.011621,0.011621,5,0.000126,0,0.666667,4,0.056735
335,bbclions,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
336,bbcmotogp,,2,1,3,2,1,3,5,0.293362,0.305168,0,0.002619,0.002619,67,0.000111,0,1,3,0.021165
337,BBCNews,,1,1,2,1,1,2,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
338,bbcr1,,1,2,3,1,2,3,4,0.352492,0.364028,0.000427,0.007644,0.007644,20,0.000109,0,0.333333,1,0.000584
339,BBCr3CDreview,,1,0,1,1,0,1,5,0.26488,0.270118,0,0.00027,0.00027,20,0.000142,0,0,0,0.001004
340,bbcr4,,2,3,5,2,3,5,4,0.360293,0.374134,0.000427,0.011132,0.011132,20,0.000201,0,0.6,6,0.009606
341,bbcr4today,,0,3,3,0,3,3,4,0.352492,0.364028,0,0.007839,0.007839,20,0.000085,0,0.666667,2,0
342,bbcradio4,,3,3,6,3,5,8,4,0.361263,0.373269,0.000066,0.011106,0.011106,20,0.000211,0,0.6,9,0.004727
343,BBCRadio4Today,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007653,0.007653,20,0.000113,0,1,1,0.048919
344,bbcthree,,1,0,1,1,0,1,5,0.299129,0.307528,0,0.001501,0.001501,20,0.000102,0,0,0,0.010572
345,BBJazz,,0,2,2,0,2,2,5,0.331611,0.345284,0,0.009025,0.009025,29,0.000085,0,1,1,0
346,BBQ,,11,4,15,11,4,15,4,0.39325,0.412131,0.001098,0.024343,0.024343,68,0.000309,0,0.409524,43,0.154232
347,bbqtunesatbest,,1,0,1,1,0,1,1,1,1,0,0,0,7,0.000157,5,0,0,0.000584
348,bday,,6,12,18,6,12,18,5,0.368233,0.388776,0.000528,0.026183,0.026183,20,0.000195,0,0.333333,51,0.014084
349,bdayluv,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
350,be,,3,12,15,3,12,15,5,0.30965,0.321195,0,0.007792,0.007792,1,0.000105,0,1,105,0.00312
351,beach,,35,32,67,35,32,67,4,0.405272,0.427582,0.003683,0.074004,0.074004,68,0.000967,0,0.179953,386,0.301074
352,beaches,,4,3,7,4,3,7,5,0.332482,0.349488,0,0.009581,0.009581,3,0.000155,0,1,21,0.00273
353,beaconsfestival,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000113,0,1,1,0.048919
354,BeadyEye,,4,9,13,4,9,13,4,0.362386,0.377428,0.000328,0.015026,0.015026,29,0.000195,0,0.564103,44,0.020537
355,BEAHEADLINER,,2,1,3,3,1,4,4,0.359649,0.373174,0.000427,0.01041,0.01041,20,0.000218,0,0.333333,1,0.024504
356,Beale,,0,4,4,0,4,4,5,0.309002,0.324552,0,0.003045,0.003045,67,0.000085,0,1,6,0
357,BeamersOnFriday,,0,7,7,0,7,7,5,0.333007,0.351777,0,0.013922,0.013922,21,0.000085,0,1,21,0
358,bear,,1,0,1,1,0,1,1,1,1,0,0,0,8,0.000157,6,0,0,0.000584
359,beashamed,,2,0,2,2,0,2,5,0.310606,0.322034,0,0.003027,0.003027,20,0.000152,0,1,1,0.024504
360,Beatles,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
361,Beats,,3,5,8,3,5,8,4,0.36141,0.375452,0,0.013555,0.013555,26,0.000121,0,1,28,0.001946
362,beatson,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
363,beatthestreet,,0,2,2,0,2,2,5,0.310606,0.322034,0,0.003027,0.003027,20,0.000085,0,1,1,0
364,beaut,,2,7,9,2,7,9,5,0.3248,0.345145,0,0.014453,0.014453,35,0.000103,0,1,36,0.001232
365,beautiful,,35,21,56,35,21,56,5,0.393181,0.414341,0.002607,0.06069,0.06069,35,0.000979,0,0.201347,299,0.267178
366,beautifulfriends,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
367,beautifulskies,,1,1,2,1,1,2,5,0.318126,0.337541,0,0.008573,0.008573,35,0.000149,0,1,1,0.058409
368,beautifulweather,,1,2,3,1,2,3,5,0.31402,0.334248,0,0.008643,0.008643,21,0.000149,0,1,3,0.058409
369,beautifulwestcork,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
370,beauty,,10,13,23,10,13,23,5,0.364265,0.379468,0.001547,0.024798,0.024798,5,0.000285,0,0.367589,93,0.046957
371,beauvais,,2,1,3,2,1,3,5,0.318103,0.33272,0,0.003457,0.003457,59,0.000145,0,1,3,0.033524
372,becarefuloutthere,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000113,0,1,1,0.048919
373,bed,,12,1,13,12,1,13,4,0.363547,0.377522,0.000561,0.012792,0.012792,26,0.000637,0,0.448718,35,0.071085
374,bedfullofglitter,,1,2,3,1,2,3,1,1,1,0,0,0,9,0.000109,2,1,3,0.000584
375,Bedroom,,2,9,11,2,9,11,5,0.322435,0.332603,0,0.011603,0.011603,26,0.000136,0,1,55,0.032813
376,bedtime,,1,4,5,1,4,5,5,0.327466,0.345611,0,0.011031,0.011031,35,0.0001,0,1,10,0.000584
377,Beehive,,0,5,5,0,5,5,5,0.293362,0.303113,0,0.001515,0.001515,59,0.000085,0,1,10,0
378,beer,,11,12,23,11,12,23,4,0.401123,0.419922,0.001028,0.036152,0.036152,35,0.000289,0,0.316206,80,0.058397
379,beerforbreakfast,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
380,beergarden,,1,3,4,1,3,4,5,0.330374,0.342995,0,0.005161,0.005161,67,0.000106,0,1,6,0.026071
381,beerpong,,1,2,3,1,2,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000109,0,1,3,0.000584
382,beerpongnight,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007876,0.007876,21,0.000085,0,1,1,0
383,beerporn,,3,6,9,3,6,9,5,0.328804,0.347742,0,0.015253,0.015253,35,0.000111,0,1,36,0.007444
384,beers,,18,9,27,18,9,27,4,0.391616,0.410005,0.001111,0.035025,0.035025,3,0.000431,0,0.447293,157,0.13121
385,behindthescenes,,2,0,2,2,0,2,4,0.35252,0.363991,0,0.007961,0.007961,29,0.000174,0,1,1,0.053527
386,bel,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
387,Belgique,,3,4,7,3,5,8,5,0.296207,0.306361,0,0.003182,0.003182,59,0.000167,0,1,21,0.014453
388,belgium,,5,1,6,6,1,7,5,0.310868,0.327443,0.000001,0.006876,0.006876,68,0.000368,0,0.6,6,0.046914
389,Belieber,,3,0,3,3,0,3,5,0.317533,0.329731,0,0.004594,0.004594,5,0.000248,0,1,3,0.034858
390,Believe,,0,3,3,0,3,3,5,0.336346,0.351927,0.000304,0.006871,0.006871,1,0.000085,0,0.333333,1,0
391,BelieveInMcLaren,,1,2,3,1,2,3,5,0.289469,0.298393,0,0.002133,0.002133,67,0.000093,0,1,3,0.003714
392,bellabambini,,0,4,4,0,4,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000085,0,1,6,0
393,bellystamp,,2,0,2,2,0,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000276,0,1,1,0.06153
394,belter,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
395,Benaki,,1,3,4,1,3,4,5,0.327491,0.341697,0,0.008768,0.008768,68,0.000103,0,1,6,0.000584
396,benakipireos,,4,0,4,4,0,4,5,0.327491,0.341697,0,0.008768,0.008768,68,0.00019,0,1,6,0.056684
397,Benaroya,,2,0,2,2,0,2,5,0.327442,0.341471,0,0.008342,0.008342,68,0.000142,0,1,1,0.055452
398,benefitsoflivinginsomerset,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
399,b�n�vole,,4,0,4,4,0,4,5,0.310737,0.327142,0,0.00636,0.00636,68,0.000397,0,1,6,0.04656
400,benhoward,,1,5,6,1,5,6,4,0.353759,0.365948,0.000151,0.009232,0.009232,20,0.000111,0,0.6,9,0.009005
401,benicassim,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
402,benicomuni,,1,3,4,1,3,4,5,0.310737,0.327142,0,0.00636,0.00636,68,0.000103,0,1,6,0.000584
403,Benidorm,,4,0,4,4,0,4,5,0.31469,0.329626,0,0.003288,0.003288,3,0.00045,0,1,6,0.033203
404,benz,,16,2,18,16,2,18,5,0.314936,0.326679,0,0.016453,0.016453,26,0.000598,0,1,153,0.097125
405,Berlin,,0,5,5,0,5,5,5,0.310759,0.327255,0,0.006531,0.006531,68,0.000085,0,1,10,0
406,besidemommy,,1,3,4,1,3,4,5,0.332932,0.351438,0,0.012639,0.012639,3,0.000103,0,1,6,0.000584
407,best,,3,20,23,3,21,24,5,0.356694,0.377341,0.000584,0.027795,0.027795,35,0.00014,0,0.391304,99,0.004419
408,bestbandintheworld,,1,1,2,1,1,2,5,0.310606,0.322034,0,0.003027,0.003027,20,0.000116,0,1,1,0.02392
409,BestBands,,0,3,3,0,3,3,5,0.311568,0.323483,0,0.003981,0.003981,20,0.000085,0,1,3,0
410,bestdayever,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
411,bestfestivalintheworld,,3,1,4,3,1,4,4,0.352576,0.364216,0,0.008506,0.008506,20,0.00016,0,1,6,0.053529
412,bestfriend,,4,5,9,4,5,9,5,0.341509,0.359173,0.000154,0.0123,0.0123,21,0.000169,0,0.388889,14,0.005019
413,bestfriends,,46,63,109,48,63,111,5,0.365588,0.390112,0.015442,0.052859,0.052859,52,0.001664,0,0.065768,366,0.191901
414,besties,,0,14,14,0,15,15,5,0.343362,0.361036,0.000011,0.023785,0.023785,35,0.000085,0,0.593407,54,0
415,bestival,,2,1,3,2,1,3,5,0.311633,0.332121,0.000854,0.007647,0.007647,21,0.000221,0,0,0,0.058993
416,bestnightoflife,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
417,bestoftheday,,3,0,3,3,0,3,5,0.305022,0.313904,0,0.002411,0.002411,21,0.000273,0,1,3,0.02134
418,bestones,,1,3,4,1,3,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000103,0,1,6,0.000584
419,bestthingoflife,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
420,bestweekendever,,4,0,4,4,0,4,5,0.338584,0.356335,0,0.007758,0.007758,67,0.000172,0,1,6,0.071335
421,bet,,2,8,10,2,8,10,5,0.368908,0.38549,0.001016,0.015417,0.015417,26,0.000115,0,0.644444,29,0.026655
422,betLIVE,,1,0,1,1,0,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000104,0,0,0,0.017451
423,betrue,,2,0,2,2,0,2,5,0.32566,0.334293,0,0.005772,0.005772,4,0.00015,0,1,1,0.040329
424,betting,,0,3,3,0,3,3,5,0.309067,0.32459,0,0.003667,0.003667,67,0.000085,0,1,3,0
425,beverly,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
426,Beygood,,1,4,5,1,4,5,5,0.293362,0.303113,0,0.001515,0.001515,59,0.0001,0,1,10,0.000584
427,Beyinspirational,,2,3,5,2,3,5,5,0.293362,0.303113,0,0.001515,0.001515,59,0.000121,0,1,10,0.001232
428,Beyonce,,3,2,5,3,2,5,5,0.293362,0.303113,0,0.001515,0.001515,59,0.000155,0,1,10,0.001946
429,bf,,0,3,3,0,3,3,6,0.257862,0.264826,0,0.000398,0.000398,26,0.000085,0,1,3,0
430,BFF,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
431,BGP,,1,1,2,1,1,2,5,0.290475,0.300199,0,0.002085,0.002085,67,0.000102,0,1,1,0.00793
