Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
3923,Tennessee,,2,0,2,2,0,2,5,0.282578,0.293296,0,0.000782,0.000782,64,0.000229,0,1,1,0.014076
3924,tennis,,16,19,35,16,20,36,4,0.369894,0.386254,0.002163,0.020073,0.020073,67,0.000584,0,0.153409,81,0.092181
3925,tennisnor,,1,6,7,1,6,7,5,0.319158,0.329359,0,0.004156,0.004156,67,0.000104,0,1,21,0.017451
3926,Tent,,6,6,12,7,6,13,4,0.380086,0.397094,0.000055,0.021421,0.021421,20,0.00033,0,0.555556,25,0.106155
3927,Terschelling,,2,1,3,2,1,3,5,0.310715,0.327029,0,0.006271,0.006271,68,0.000135,0,1,3,0.040072
3928,test,,4,0,4,4,0,4,5,0.309153,0.324721,0,0.003199,0.003199,67,0.000401,0,1,6,0.032134
3929,TestMatch,,1,2,3,1,2,3,5,0.317966,0.332362,0,0.003917,0.003917,67,0.000106,0,1,3,0.026071
3930,texas,,4,11,15,4,12,16,5,0.332383,0.343191,0.00021,0.007587,0.007587,59,0.000134,0,0.52381,55,0.006815
3931,TFLers,,2,7,9,2,7,9,5,0.325469,0.336401,0,0.011313,0.011313,26,0.00013,0,0.972222,35,0.02923
3932,tftd,,0,1,1,0,1,1,5,0.267311,0.273442,0,0.000413,0.000413,20,0.000085,0,0,0,0
3933,tgif,,8,4,12,9,4,13,5,0.345533,0.362191,0.000284,0.012228,0.012228,20,0.000271,0,0.757576,50,0.02513
3934,TGT,,0,8,8,0,8,8,5,0.312999,0.333777,0,0.009263,0.009263,21,0.000085,0,1,28,0
3935,ThaKnows,,3,0,3,3,0,3,5,0.272828,0.279505,0,0.000619,0.000619,5,0.000301,0,1,3,0.004864
3936,thankful,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
3937,thankgodforskyplus,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3938,thanks,,5,6,11,5,6,11,4,0.348716,0.364047,0.000119,0.012813,0.012813,20,0.00023,0,0.527273,29,0.030243
3939,thanksofficer,,0,2,2,0,2,2,5,0.282578,0.293296,0,0.000782,0.000782,64,0.000085,0,1,1,0
3940,Thankyou,,0,5,5,0,5,5,4,0.35863,0.371801,0.000038,0.010087,0.010087,67,0.000085,0,0.8,8,0
3941,thankyouverymuch,,0,1,1,0,1,1,5,0.260731,0.265225,0,0.000189,0.000189,20,0.000085,0,0,0,0
3942,ThasWhyWeLoveHim,,1,0,1,1,0,1,1,1,1,0,0,0,54,0.000157,35,0,0,0.000584
3943,thatboatismissed,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3944,thatsanap,,0,1,1,0,1,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000085,0,0,0,0
3945,thatsheethu,,3,0,3,3,0,3,5,0.31159,0.332046,0,0.008037,0.008037,21,0.000238,0,1,3,0.062178
3946,thatsheethurttt,,3,0,3,3,0,3,5,0.31159,0.332046,0,0.008037,0.008037,21,0.000238,0,1,3,0.062178
3947,ThatsHowItsSupposedToBe,,2,0,2,2,0,2,5,0.330991,0.349236,0,0.010083,0.010083,21,0.000174,0,1,1,0.074373
3948,the,,13,10,23,13,11,24,4,0.384575,0.402891,0.000502,0.033891,0.033891,26,0.000358,0,0.399209,101,0.138484
3949,the1975,,1,1,2,2,1,3,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000142,0,1,1,0.048919
3950,theapprentice,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
3951,TheArcticMonkeys,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
3952,theatre,,3,1,4,3,1,4,5,0.327757,0.345577,0.000044,0.008355,0.008355,21,0.000283,0,0.5,3,0.062254
3953,thebest,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
3954,TheBoss,,4,0,4,4,0,4,5,0.310999,0.322749,0,0.004443,0.004443,20,0.000211,0,1,6,0.035054
3955,theboyiswaytoobuzzed,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
3956,theChariot,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
3957,thechopshopbarandgrill,,0,5,5,0,5,5,5,0.319181,0.338806,0,0.010332,0.010332,35,0.000085,0,1,10,0
3958,TheComedyUnion,,3,5,8,3,5,8,5,0.317169,0.33741,0.000002,0.009536,0.009536,21,0.000229,0,0.785714,22,0.065048
3959,thecorrespondents,,1,0,1,1,0,1,5,0.277183,0.284869,0,0.000776,0.000776,20,0.000111,0,0,0,0.009005
3960,thecourteeners,,0,2,2,0,2,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000085,0,1,1,0
3961,thecove,,1,1,2,1,1,2,5,0.299919,0.311657,0,0.003479,0.003479,29,0.000114,0,1,1,0.023607
3962,thefuture,,2,2,4,2,2,4,5,0.313909,0.32544,0,0.004794,0.004794,4,0.00014,0,1,6,0.013854
3963,TheGirls,,3,2,5,3,2,5,5,0.311633,0.332272,0,0.008494,0.008494,21,0.000324,0,1,10,0.005406
3964,theguardian,,1,1,2,1,1,2,5,0.311108,0.322561,0,0.003341,0.003341,20,0.000116,0,1,1,0.02392
3965,theguys,,0,7,7,0,7,7,5,0.329268,0.347267,0,0.010481,0.010481,21,0.000085,0,1,21,0
3966,TheGymPestFromTheNorthWest,,2,0,2,2,0,2,4,0.352464,0.363915,0,0.007708,0.007708,20,0.000177,0,1,1,0.051582
3967,TheHague,,2,3,5,2,3,5,5,0.310759,0.327255,0,0.006726,0.006726,68,0.000129,0,1,10,0.040072
3968,TheHealthyDesi,,0,1,1,0,1,1,1,1,1,0,0,0,55,0.000085,45,0,0,0
3969,thehives,,2,1,3,2,1,3,5,0.294415,0.301991,0,0.001115,0.001115,20,0.000189,0,1,3,0.011353
3970,TheHorrors,,0,2,2,0,2,2,4,0.352632,0.364141,0,0.00838,0.00838,20,0.000085,0,1,1,0
3971,thekillers,,1,4,5,1,4,5,5,0.329342,0.342581,0,0.007525,0.007525,68,0.000105,0,1,10,0.003056
3972,thelions,,1,5,6,1,6,7,4,0.358775,0.371989,0.000005,0.010846,0.010846,67,0.0001,0,0.8,8,0.008403
3973,TheLionsWillRoar,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
3974,theloftwsm,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
3975,TheMakers,,2,0,2,2,0,2,5,0.311568,0.331933,0,0.007842,0.007842,21,0.000196,0,1,1,0.061661
3976,TheOtherStage,,2,2,4,2,2,4,5,0.315317,0.326306,0,0.003215,0.003215,26,0.000132,0,1,6,0.001232
3977,thepackagepillowtalk,,0,4,4,0,4,4,5,0.332932,0.351438,0,0.012639,0.012639,3,0.000085,0,1,6,0
3978,thepantobus,,4,0,4,4,0,4,5,0.311371,0.323013,0,0.00359,0.00359,20,0.000427,0,1,6,0.031205
3979,thepark,,1,2,3,1,2,3,4,0.35962,0.373137,0,0.010662,0.010662,20,0.000109,0,1,3,0.000584
3980,TheQueue,,0,1,1,0,1,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000085,0,0,0,0
3981,theRebirth,,1,3,4,1,3,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000103,0,1,6,0.000584
3982,thereinspirit,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3983,TheRollingStones,,2,4,6,2,4,6,4,0.359941,0.373664,0.000055,0.011388,0.011388,20,0.000139,0,0.4,4,0.02938
3984,thesecondlaw,,3,4,7,3,4,7,5,0.328049,0.338309,0,0.008992,0.008992,29,0.000118,0,1,21,0.002624
3985,TheSmiths,,1,0,1,1,0,1,5,0.29249,0.301171,0,0.001528,0.001528,5,0.000103,0,0,0,0.008999
3986,thespace,,1,3,4,1,3,4,5,0.277235,0.285208,0,0.000837,0.000837,20,0.000103,0,1,6,0.000584
3987,thetimes,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
3988,thetodayshow,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
3989,TheTongueGlasto2013,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
3990,TheTurnUpIsActiveRightNow,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
3991,TheVaccines,,2,7,9,2,7,9,4,0.362564,0.375414,0.00049,0.014065,0.014065,29,0.00013,0,0.535714,15,0.059491
3992,TheVoice,,0,7,7,0,7,7,5,0.295653,0.305608,0,0.001712,0.001712,59,0.000085,0,1,21,0
3993,TheWalkingDead,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3994,TheWho,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
3995,theyreSellingRamonesTshirtsInTopShop,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
3996,TheZoo,,0,1,1,0,1,1,1,1,1,0,0,0,56,0.000085,32,0,0,0
3997,thingstodobeforeyoudie,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
3998,THINK06,,0,1,1,0,1,1,5,0.310671,0.326803,0,0.005897,0.005897,68,0.000085,0,0,0,0
3999,thinking,,0,1,1,0,1,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000085,0,0,0,0
4000,thirdweddinginjunealone,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
4001,thisispainful,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
4002,ThisIsWhatICallAGoodAssNight,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
4003,thisisyourturf,,1,0,1,1,0,1,6,0.258826,0.266324,0,0.000345,0.000345,2,0.000129,0,0,0,0.005083
4004,thissanctuary,,1,3,4,1,3,4,5,0.322458,0.337368,0,0.007638,0.007638,1,0.000103,0,1,6,0.000584
4005,thissucks,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
4006,thistime,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
4007,though,,10,5,15,10,5,15,5,0.30965,0.321195,0,0.007792,0.007792,1,0.000202,0,1,105,0.013656
4008,threesome,,6,2,8,6,2,8,5,0.330868,0.349575,0,0.014785,0.014785,35,0.000356,0,1,28,0.096795
4009,ThroughCurlyStrawsAndMetaphors,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
4010,throwback,,0,1,1,0,1,1,6,0.267731,0.276043,0,0.001283,0.001283,52,0.000085,0,0,0,0
4011,throws,,1,7,8,1,7,8,4,0.353957,0.365665,0,0.009105,0.009105,52,0.000094,0,1,28,0.000584
4012,thuggin,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
4013,Tibet,,2,3,5,2,3,5,4,0.359971,0.373739,0,0.011625,0.011625,1,0.000126,0,0.9,9,0.006551
4014,TibetFl,,4,0,4,4,0,4,4,0.359649,0.37325,0,0.010934,0.010934,20,0.000238,0,1,6,0.078165
4015,Tick,,2,0,2,2,0,2,5,0.273654,0.280228,0,0.000436,0.000436,20,0.000183,0,1,1,0.006043
4016,Tickets,,6,10,16,6,11,17,5,0.345156,0.359338,0.000167,0.013689,0.013689,68,0.000168,0,0.375,45,0.008123
4017,ticketsplease,,3,0,3,3,0,3,4,0.352464,0.363991,0,0.007829,0.007829,20,0.000299,0,1,3,0.054245
4018,ticketswap,,2,0,2,2,0,2,5,0.277235,0.285057,0,0.001083,0.001083,20,0.000505,0,1,1,0.013647
4019,ticketwasted,,0,2,2,0,2,2,5,0.310606,0.322034,0,0.003027,0.003027,20,0.000085,0,1,1,0
4020,tigers,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
4021,tigersfamily,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
4022,tigerspride,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
4023,Tilburg,,2,2,4,2,2,4,5,0.341088,0.355446,0,0.013747,0.013747,29,0.000151,0,1,6,0.041728
4024,time,,22,23,45,23,23,46,5,0.379532,0.405119,0.00151,0.055012,0.055012,26,0.000759,0,0.277962,251,0.260186
4025,TimeManagement,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
4026,times,,3,4,7,3,4,7,5,0.341351,0.361525,0,0.019462,0.019462,1,0.000188,0,1,21,0.052141
4027,timesaretough,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
4028,timetogethpthen,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
4029,tinthepark,,10,4,14,10,4,14,4,0.371882,0.388061,0.00013,0.020294,0.020294,68,0.00078,0,0.448718,35,0.117784
4030,tinthepark2013,,1,2,3,1,2,3,5,0.294415,0.301991,0,0.001115,0.001115,20,0.000133,0,1,3,0.01037
4031,tipifield,,1,1,2,1,1,2,5,0.310606,0.322034,0,0.003027,0.003027,20,0.000121,0,1,1,0.000584
4032,tips,,2,2,4,2,2,4,4,0.366496,0.381963,0.00003,0.01094,0.01094,67,0.000137,0,0.833333,5,0.049503
4033,tired,,9,5,14,9,5,14,5,0.356637,0.374379,0.001439,0.020614,0.020614,35,0.000479,0,0.549451,50,0.115872
4034,tiredasfuck,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
4035,tiredygirl,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
4036,titanic,,3,8,11,3,8,11,5,0.361381,0.375459,0.000848,0.015869,0.015869,1,0.000132,0,0.672727,37,0.024839
4037,titine,,3,3,6,3,3,6,6,0.257907,0.265165,0,0.00043,0.00043,26,0.000153,0,1,15,0.006617
4038,tix,,2,1,3,2,1,3,5,0.322835,0.332325,0,0.003314,0.003314,20,0.00015,0,1,3,0.024706
4039,to,,7,16,23,7,16,23,5,0.329661,0.341407,0.000151,0.012758,0.012758,1,0.000213,0,0.533597,135,0.027825
4040,toasterflag,,2,2,4,2,2,4,4,0.352492,0.364103,0,0.008054,0.008054,20,0.000131,0,1,6,0.049503
4041,toasterglastonbury,,0,4,4,0,4,4,4,0.352492,0.364103,0,0.008054,0.008054,20,0.000085,0,1,6,0
4042,tob2013,,1,1,2,1,1,2,5,0.295594,0.307347,0,0.002802,0.002802,67,0.000112,0,1,1,0.008181
4043,today,,81,110,191,81,111,192,4,0.426302,0.457148,0.032334,0.113262,0.113262,26,0.003158,0,0.052743,947,0.281513
4044,todaypict,,4,6,10,4,6,10,5,0.325015,0.335652,0,0.01027,0.01027,26,0.000153,0,1,45,0.034163
4045,TodosConAlonso,,1,0,1,1,0,1,5,0.285089,0.294109,0,0.001119,0.001119,67,0.000106,0,0,0,0.012941
4046,toffssport,,3,1,4,3,1,4,5,0.293342,0.305206,0,0.002424,0.002424,67,0.000195,0,1,6,0.022758
4047,Tommam�ti�,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
4048,tommybowe,,1,3,4,1,3,4,5,0.309002,0.324477,0,0.003043,0.003043,67,0.000106,0,0.666667,2,0.026071
4049,tomodell,,3,1,4,3,1,4,5,0.285604,0.294271,0,0.0018,0.0018,20,0.000153,0,1,6,0.013538
4050,tomorrow,,3,0,3,3,0,3,5,0.282596,0.293409,0,0.000802,0.000802,64,0.000326,0,1,3,0.015328
4051,Tomorrowland,,4,12,16,4,15,19,4,0.373167,0.389736,0.00036,0.021322,0.021322,68,0.000164,0,0.316667,38,0.040413
4052,tomorrowland2013,,1,2,3,1,2,3,5,0.310824,0.327217,0,0.006581,0.006581,68,0.000094,0,1,3,0.002135
4053,tone,,2,0,2,2,0,2,5,0.291239,0.300324,0,0.001418,0.001418,4,0.000158,0,1,1,0.013854
4054,TongueInCheek,,0,2,2,0,2,2,4,0.352464,0.363915,0,0.007759,0.007759,20,0.000085,0,1,1,0
4055,tonight,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
4056,tonightsucked,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
4057,tonys,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
4058,TooEarlyForNoSleep,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
4059,tooexcited,,0,1,1,0,1,1,5,0.29249,0.301171,0,0.001528,0.001528,5,0.000085,0,0,0,0
4060,TooFuckinOld,,1,2,3,1,2,3,4,0.352632,0.364216,0,0.008188,0.008188,35,0.000113,0,1,3,0.048919
4061,TooFunny,,4,4,8,5,4,9,5,0.311743,0.332686,0,0.00916,0.00916,21,0.000378,0,0.714286,20,0.0653
4062,toomuchfun,,8,1,9,8,1,9,5,0.33714,0.355296,0,0.017309,0.017309,35,0.000562,0,1,36,0.11847
4063,toomuchsportisneverenough,,2,0,2,2,0,2,5,0.285641,0.295201,0,0.001795,0.001795,67,0.000131,0,1,1,0.018949
4064,toooldforthisshit,,2,0,2,2,0,2,5,0.282578,0.293296,0,0.000783,0.000783,64,0.000138,0,1,1,0.013491
4065,top10,,2,5,7,2,5,7,5,0.319158,0.329359,0,0.004156,0.004156,67,0.000118,0,1,21,0.018742
4066,topband,,1,1,2,1,1,2,5,0.293051,0.30198,0.000001,0.00196,0.00196,20,0.000103,0,0,0,0.008999
4067,topboozer,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
4068,topdaughter,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
4069,topman,,3,0,3,3,0,3,4,0.354751,0.366851,0,0.009374,0.009374,21,0.000152,0,1,3,0.062514
4070,topnotch,,0,2,2,0,2,2,5,0.294415,0.301916,0,0.001341,0.001341,20,0.000085,0,1,1,0
4071,topset,,0,2,2,0,2,2,5,0.280076,0.287323,0,0.001268,0.001268,20,0.000085,0,1,1,0
4072,topshop,,7,0,7,7,0,7,5,0.335785,0.348717,0,0.009527,0.009527,20,0.000238,0,1,21,0.057383
4073,Toptip,,2,1,3,2,1,3,4,0.368417,0.384015,0,0.013698,0.013698,64,0.000161,0,1,3,0.042312
4074,toptune,,2,0,2,2,0,2,5,0.310671,0.322147,0,0.003304,0.003304,20,0.000181,0,1,1,0.028593
4075,TopVote,,1,1,2,1,1,2,5,0.298927,0.30851,0,0.002817,0.002817,26,0.000121,0,1,1,0.000584
4076,torino,,1,6,7,1,6,7,5,0.328049,0.338309,0,0.008992,0.008992,29,0.000095,0,1,21,0.000584
4077,Toronto,,0,2,2,0,2,2,5,0.310693,0.326916,0,0.006044,0.006044,68,0.000085,0,1,1,0
4078,ToroRosso,,3,0,3,3,0,3,5,0.290494,0.300312,0,0.002137,0.002137,67,0.000147,0,1,3,0.021456
4079,Torremolinos,,2,0,2,2,0,2,5,0.310693,0.326916,0,0.006051,0.006051,68,0.000515,0,1,1,0.041974
4080,tou,,2,0,2,2,0,2,4,0.353589,0.365346,0,0.008416,0.008416,67,0.000131,0,1,1,0.056849
4081,ToungeInCheek,,0,2,2,0,2,2,4,0.352464,0.363915,0,0.007759,0.007759,20,0.000085,0,1,1,0
4082,tour,,8,10,18,9,10,19,5,0.35311,0.367386,0.000661,0.014127,0.014127,67,0.000234,0,0.372549,57,0.035705
4083,TourdeFrance,,22,39,61,30,45,75,4,0.389377,0.411585,0.00166,0.035642,0.035642,67,0.000789,0,0.153535,228,0.18029
4084,TourDeFrance13,,0,3,3,0,3,3,5,0.296505,0.309647,0,0.003263,0.003263,67,0.000085,0,1,3,0
4085,TourdeFrance2013,,6,7,13,6,7,13,4,0.374398,0.390752,0.000138,0.015138,0.015138,67,0.000252,0,0.545455,36,0.102677
4086,towerbridge,,1,4,5,1,4,5,5,0.309412,0.318112,0,0.002767,0.002767,59,0.000112,0,1,10,0.010071
4087,town,,5,6,11,5,6,11,4,0.401633,0.420336,0.001449,0.024112,0.024112,35,0.000221,0,0.363636,20,0.105274
4088,toy,,6,7,13,6,7,13,5,0.321289,0.338343,0.000384,0.00894,0.00894,26,0.00021,0,0.410256,32,0.04524
4089,toys,,2,3,5,2,3,5,5,0.321499,0.337221,0,0.008174,0.008174,26,0.00014,0,1,10,0.01226
4090,tradition,,5,0,5,5,0,5,5,0.321499,0.337221,0,0.008174,0.008174,26,0.000629,0,1,10,0.05754
4091,traffic,,4,4,8,4,4,8,5,0.292799,0.304257,0,0.001312,0.001312,64,0.00017,0,1,28,0.006422
4092,tragedy,,2,0,2,2,0,2,5,0.299919,0.311657,0,0.003479,0.003479,29,0.000211,0,1,1,0.025158
4093,train,,3,0,3,3,0,3,5,0.301532,0.312376,0,0.004215,0.004215,33,0.000274,0,1,3,0.033127
4094,trainerslounge,,2,0,2,2,0,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000185,0,1,1,0.058993
4095,Trainhard,,1,8,9,1,8,9,5,0.331561,0.345254,0,0.008936,0.008936,68,0.000093,0,1,36,0.000584
4096,Trap,,7,1,8,7,1,8,5,0.310846,0.319125,0,0.002662,0.002662,4,0.000339,0,1,28,0.025169
4097,travel,,10,6,16,11,6,17,5,0.354013,0.372109,0.000841,0.018426,0.018426,35,0.000623,0,0.266667,32,0.119832
4098,travelsheikh,,3,1,4,3,1,4,5,0.310737,0.327142,0,0.00636,0.00636,68,0.000193,0,1,6,0.042375
4099,TreacleTreatPack,,0,2,2,0,2,2,5,0.291239,0.300324,0,0.001418,0.001418,4,0.000085,0,1,1,0
4100,Treasury,,4,0,4,4,0,4,5,0.283992,0.294117,0,0.002719,0.002719,26,0.000256,0,1,6,0.022229
4101,tree,,4,1,5,4,1,5,6,0.271673,0.281218,0,0.002824,0.002824,3,0.000211,0,1,10,0.021074
4102,trial,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
4103,Trim,,2,3,5,2,3,5,6,0.266972,0.276189,0,0.002368,0.002368,26,0.000121,0,1,10,0.001232
4104,trip,,3,6,9,3,6,9,5,0.348387,0.372309,0.000249,0.018397,0.018397,21,0.000143,0,0.638889,23,0.006929
4105,triphop,,5,1,6,5,1,6,4,0.352885,0.364781,0,0.009216,0.009216,35,0.000262,0,1,15,0.062321
4106,trollolo,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
4107,truefriends,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
4108,truereligion,,3,4,7,3,4,7,4,0.36857,0.384504,0,0.015912,0.015912,68,0.000192,0,1,21,0.093241
4109,trueTibet,,1,3,4,1,3,4,4,0.359649,0.37325,0,0.010934,0.010934,20,0.000113,0,1,6,0.048919
4110,trussler,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
4111,trust,,8,8,16,8,8,16,5,0.335862,0.357494,0.00024,0.018037,0.018037,35,0.000347,0,0.525,63,0.03648
4112,Truth,,5,2,7,5,2,7,5,0.319342,0.329359,0,0.005268,0.005268,29,0.000246,0,1,21,0.032406
4113,try,,3,1,4,3,1,4,6,0.259996,0.266426,0,0.000624,0.000624,26,0.000216,0,1,6,0.003397
4114,tshirt,,2,7,9,2,7,9,5,0.347567,0.35938,0,0.016132,0.016132,29,0.000099,0,1,36,0.001669
4115,TSN,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
4116,TTAssen,,0,2,2,0,2,2,5,0.295594,0.307347,0,0.002802,0.002802,67,0.000085,0,1,1,0
4117,ttot,,2,2,4,2,2,4,5,0.333158,0.346752,0,0.009708,0.009708,35,0.000146,0,1,6,0.062477
4118,Tuilagi,,3,0,3,3,0,3,5,0.309391,0.324985,0,0.003232,0.003232,33,0.000224,0,1,3,0.029956
4119,tumblr,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.008012,0.008012,35,0.00011,0,1,1,0.001213
4120,tune,,5,7,12,5,7,12,4,0.363308,0.378162,0.000499,0.015813,0.015813,29,0.000299,0,0.378788,25,0.005256
4121,TuneAfterTune,,4,0,4,4,0,4,4,0.35252,0.364141,0,0.008197,0.008197,20,0.00039,0,1,6,0.059114
4122,tunes,,5,6,11,5,6,11,4,0.388557,0.406372,0.000579,0.021735,0.021735,26,0.000251,0,0.6,33,0.013764
4123,TuneSquad,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
4124,tunis,,0,2,2,0,2,2,5,0.310693,0.326916,0,0.006044,0.006044,68,0.000085,0,1,1,0
4125,turksontour,,0,2,2,0,2,2,5,0.308959,0.324326,0,0.002892,0.002892,67,0.000085,0,1,1,0
4126,TurnDownFaWhat,,6,1,7,6,1,7,5,0.333007,0.351777,0,0.013922,0.013922,21,0.000286,0,1,21,0.06495
4127,turndownforwhat,,1,3,4,1,3,4,5,0.282614,0.293522,0,0.000823,0.000823,64,0.000124,0,1,6,0.012907
4128,turnedoutbetterthanithought,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
4129,turningitoff,,0,1,1,0,1,1,5,0.260624,0.265037,0,0.000181,0.000181,20,0.000085,0,0,0,0
4130,TurnMeOut,,2,1,3,2,1,3,4,0.353561,0.36495,0,0.008509,0.008509,20,0.000145,0,1,3,0.006312
4131,TURNT,,4,0,4,4,0,4,5,0.291277,0.30055,0,0.001492,0.001492,4,0.000412,0,1,6,0.016895
4132,turntup,,7,14,21,7,16,23,5,0.350511,0.366776,0.000067,0.022436,0.022436,21,0.000169,0,0.419048,88,0.008354
4133,turnup,,4,18,22,4,18,22,5,0.352211,0.369034,0.000273,0.022218,0.022218,21,0.000126,0,0.411255,95,0.008583
4134,turtle,,0,5,5,0,5,5,5,0.313021,0.329494,0,0.006928,0.006928,26,0.000085,0,1,10,0
4135,tutus,,4,2,6,4,2,6,5,0.326332,0.34167,0,0.010163,0.010163,68,0.000208,0,1,15,0.051443
4136,tv,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000113,0,1,1,0.048919
4137,tvjoy,,3,0,3,3,0,3,4,0.355434,0.367867,0,0.009433,0.009433,67,0.000149,0,1,3,0.070263
4138,Twacked,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
